COMUNA,BARRIO,COMPORTAMIENTO,Count of comportamiento
12. CABECERA DEL LLANO,PUERTA DEL SOL,Num. 11,5
12. CABECERA DEL LLANO,PUERTA DEL SOL,Num. 13,6
12. CABECERA DEL LLANO,PUERTA DEL SOL,Num. 16,3
12. CABECERA DEL LLANO,PUERTA DEL SOL,Num. 2,137
12. CABECERA DEL LLANO,PUERTA DEL SOL,Num. 3,6
12. CABECERA DEL LLANO,PUERTA DEL SOL,Num. 4,5
12. CABECERA DEL LLANO,PUERTA DEL SOL,Num. 5,5
12. CABECERA DEL LLANO,PUERTA DEL SOL,Num. 6,106
12. CABECERA DEL LLANO,PUERTA DEL SOL,Num. 7,32
12. CABECERA DEL LLANO,PUERTA DEL SOL,Num. 8,69
12. CABECERA DEL LLANO,PUERTA DEL SOL,Num. 9,1
12. CABECERA DEL LLANO,SOTOMAYOR,Lit. a,3
12. CABECERA DEL LLANO,SOTOMAYOR,Lit. c,1
12. CABECERA DEL LLANO,SOTOMAYOR,Lit. e,2
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 1,133
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 10,3
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 11,12
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 13,29
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 14,1
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 16,24
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 2,189
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 3,35
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 4,49
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 5,9
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 6,344
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 7,101
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 8,82
12. CABECERA DEL LLANO,SOTOMAYOR,Num. 9,1
12. CABECERA DEL LLANO,TERRAZAS,Lit. a,1
12. CABECERA DEL LLANO,TERRAZAS,Lit. b,4
12. CABECERA DEL LLANO,TERRAZAS,Num. 1,34
12. CABECERA DEL LLANO,TERRAZAS,Num. 11,9
12. CABECERA DEL LLANO,TERRAZAS,Num. 13,23
12. CABECERA DEL LLANO,TERRAZAS,Num. 14,1
12. CABECERA DEL LLANO,TERRAZAS,Num. 16,4
12. CABECERA DEL LLANO,TERRAZAS,Num. 2,177
12. CABECERA DEL LLANO,TERRAZAS,Num. 3,7
12. CABECERA DEL LLANO,TERRAZAS,Num. 4,2
12. CABECERA DEL LLANO,TERRAZAS,Num. 5,1
12. CABECERA DEL LLANO,TERRAZAS,Num. 6,82
12. CABECERA DEL LLANO,TERRAZAS,Num. 7,127
12. CABECERA DEL LLANO,TERRAZAS,Num. 8,129
13. ORIENTAL,ALVAREZ LAS AMERICAS,Lit. b,1
13. ORIENTAL,ALVAREZ LAS AMERICAS,Lit. c,1
13. ORIENTAL,ALVAREZ LAS AMERICAS,Num. 1,67
13. ORIENTAL,ALVAREZ LAS AMERICAS,Num. 11,3
13. ORIENTAL,ALVAREZ LAS AMERICAS,Num. 13,16
13. ORIENTAL,ALVAREZ LAS AMERICAS,Num. 15,1
13. ORIENTAL,ALVAREZ LAS AMERICAS,Num. 16,6
13. ORIENTAL,ALVAREZ LAS AMERICAS,Num. 2,179
13. ORIENTAL,ALVAREZ LAS AMERICAS,Num. 3,6
13. ORIENTAL,ALVAREZ LAS AMERICAS,Num. 4,40
13. ORIENTAL,ALVAREZ LAS AMERICAS,Num. 5,5
13. ORIENTAL,ALVAREZ LAS AMERICAS,Num. 6,276
13. ORIENTAL,ALVAREZ LAS AMERICAS,Num. 7,47
13. ORIENTAL,ALVAREZ LAS AMERICAS,Num. 8,39
13. ORIENTAL,ANTONIA SANTOS CENTRO,Lit. a,9
13. ORIENTAL,ANTONIA SANTOS CENTRO,Lit. b,5
13. ORIENTAL,ANTONIA SANTOS CENTRO,Lit. c,5
13. ORIENTAL,ANTONIA SANTOS CENTRO,Lit. d,2
13. ORIENTAL,ANTONIA SANTOS CENTRO,Lit. e,2
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 1,425
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 10,6
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 11,44
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 12,3
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 13,76
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 14,1
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 16,57
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 2,604
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 3,84
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 4,372
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 5,16
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 6,873
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 7,620
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 8,351
13. ORIENTAL,ANTONIA SANTOS CENTRO,Num. 9,6
13. ORIENTAL,BOLIVAR,Lit. b,1
13. ORIENTAL,BOLIVAR,Lit. c,1
13. ORIENTAL,BOLIVAR,Lit. d,1
13. ORIENTAL,BOLIVAR,Num. 1,28
13. ORIENTAL,BOLIVAR,Num. 10,1
13. ORIENTAL,BOLIVAR,Num. 11,5
13. ORIENTAL,BOLIVAR,Num. 13,25
13. ORIENTAL,BOLIVAR,Num. 14,17
13. ORIENTAL,BOLIVAR,Num. 16,9
13. ORIENTAL,BOLIVAR,Num. 2,165
13. ORIENTAL,BOLIVAR,Num. 3,11
13. ORIENTAL,BOLIVAR,Num. 4,13
13. ORIENTAL,BOLIVAR,Num. 5,3
13. ORIENTAL,BOLIVAR,Num. 6,106
13. ORIENTAL,BOLIVAR,Num. 7,91
13. ORIENTAL,BOLIVAR,Num. 8,108
13. ORIENTAL,EL PRADO,Lit. a,1
13. ORIENTAL,EL PRADO,Lit. e,2
13. ORIENTAL,EL PRADO,Num. 1,72
13. ORIENTAL,EL PRADO,Num. 10,2
13. ORIENTAL,EL PRADO,Num. 11,2
13. ORIENTAL,EL PRADO,Num. 16,16
13. ORIENTAL,EL PRADO,Num. 2,45
13. ORIENTAL,EL PRADO,Num. 3,15
13. ORIENTAL,EL PRADO,Num. 4,18
13. ORIENTAL,EL PRADO,Num. 5,1
13. ORIENTAL,EL PRADO,Num. 6,76
13. ORIENTAL,EL PRADO,Num. 7,25
13. ORIENTAL,EL PRADO,Num. 8,33
13. ORIENTAL,GALAN,Lit. a,1
13. ORIENTAL,GALAN,Lit. c,2
13. ORIENTAL,GALAN,Lit. e,1
13. ORIENTAL,GALAN,Num. 1,83
13. ORIENTAL,GALAN,Num. 10,1
13. ORIENTAL,GALAN,Num. 11,14
13. ORIENTAL,GALAN,Num. 13,3
13. ORIENTAL,GALAN,Num. 14,1
13. ORIENTAL,GALAN,Num. 16,19
13. ORIENTAL,GALAN,Num. 2,62
13. ORIENTAL,GALAN,Num. 3,18
13. ORIENTAL,GALAN,Num. 4,10
13. ORIENTAL,GALAN,Num. 5,1
13. ORIENTAL,GALAN,Num. 6,106
13. ORIENTAL,GALAN,Num. 7,20
13. ORIENTAL,GALAN,Num. 8,13
13. ORIENTAL,LA AURORA,Lit. b,2
13. ORIENTAL,LA AURORA,Lit. c,2
13. ORIENTAL,LA AURORA,Lit. e,2
13. ORIENTAL,LA AURORA,Num. 1,112
13. ORIENTAL,LA AURORA,Num. 10,3
13. ORIENTAL,LA AURORA,Num. 11,4
13. ORIENTAL,LA AURORA,Num. 13,13
13. ORIENTAL,LA AURORA,Num. 16,29
13. ORIENTAL,LA AURORA,Num. 2,137
13. ORIENTAL,LA AURORA,Num. 3,24
13. ORIENTAL,LA AURORA,Num. 4,80
13. ORIENTAL,LA AURORA,Num. 5,3
13. ORIENTAL,LA AURORA,Num. 6,261
13. ORIENTAL,LA AURORA,Num. 7,118
13. ORIENTAL,LA AURORA,Num. 8,75
13. ORIENTAL,LA AURORA,Num. 9,3
13. ORIENTAL,LAS AMERICAS,Lit. e,1
13. ORIENTAL,LAS AMERICAS,Num. 1,2
13. ORIENTAL,LAS AMERICAS,Num. 2,11
13. ORIENTAL,LAS AMERICAS,Num. 3,6
13. ORIENTAL,LAS AMERICAS,Num. 4,1
13. ORIENTAL,LAS AMERICAS,Num. 5,1
13. ORIENTAL,LAS AMERICAS,Num. 6,14
13. ORIENTAL,LAS AMERICAS,Num. 7,2
13. ORIENTAL,LAS AMERICAS,Num. 8,2
13. ORIENTAL,LOS PINOS,Lit. a,1
13. ORIENTAL,LOS PINOS,Lit. b,1
13. ORIENTAL,LOS PINOS,Num. 1,14
13. ORIENTAL,LOS PINOS,Num. 13,4
13. ORIENTAL,LOS PINOS,Num. 16,1
13. ORIENTAL,LOS PINOS,Num. 2,60
13. ORIENTAL,LOS PINOS,Num. 3,6
13. ORIENTAL,LOS PINOS,Num. 4,11
13. ORIENTAL,LOS PINOS,Num. 5,4
13. ORIENTAL,LOS PINOS,Num. 6,27
13. ORIENTAL,LOS PINOS,Num. 7,35
13. ORIENTAL,LOS PINOS,Num. 8,17
13. ORIENTAL,MEJORAS PUBLICAS,Lit. a,2
13. ORIENTAL,MEJORAS PUBLICAS,Lit. d,1
13. ORIENTAL,MEJORAS PUBLICAS,Lit. e,5
13. ORIENTAL,MEJORAS PUBLICAS,Num. 1,202
13. ORIENTAL,MEJORAS PUBLICAS,Num. 10,2
13. ORIENTAL,MEJORAS PUBLICAS,Num. 11,11
13. ORIENTAL,MEJORAS PUBLICAS,Num. 13,5
13. ORIENTAL,MEJORAS PUBLICAS,Num. 16,44
13. ORIENTAL,MEJORAS PUBLICAS,Num. 2,143
13. ORIENTAL,MEJORAS PUBLICAS,Num. 20,1
13. ORIENTAL,MEJORAS PUBLICAS,Num. 3,49
13. ORIENTAL,MEJORAS PUBLICAS,Num. 4,90
13. ORIENTAL,MEJORAS PUBLICAS,Num. 5,11
13. ORIENTAL,MEJORAS PUBLICAS,Num. 6,226
13. ORIENTAL,MEJORAS PUBLICAS,Num. 7,186
13. ORIENTAL,MEJORAS PUBLICAS,Num. 8,91
13. ORIENTAL,MEJORAS PUBLICAS,Num. 9,1
13. ORIENTAL,QUINTADANIA,Num. 1,6
13. ORIENTAL,QUINTADANIA,Num. 13,5
13. ORIENTAL,QUINTADANIA,Num. 16,1
13. ORIENTAL,QUINTADANIA,Num. 2,4
13. ORIENTAL,QUINTADANIA,Num. 6,53
13. ORIENTAL,SAN ALONSO,Art. 196,1
13. ORIENTAL,SAN ALONSO,Lit. a,6
13. ORIENTAL,SAN ALONSO,Lit. b,2
13. ORIENTAL,SAN ALONSO,Lit. c,7
13. ORIENTAL,SAN ALONSO,Lit. e,2
13. ORIENTAL,SAN ALONSO,Num. 1,218
13. ORIENTAL,SAN ALONSO,Num. 10,2
13. ORIENTAL,SAN ALONSO,Num. 11,20
13. ORIENTAL,SAN ALONSO,Num. 12,3
13. ORIENTAL,SAN ALONSO,Num. 13,108
13. ORIENTAL,SAN ALONSO,Num. 14,1
13. ORIENTAL,SAN ALONSO,Num. 16,39
13. ORIENTAL,SAN ALONSO,Num. 2,550
13. ORIENTAL,SAN ALONSO,Num. 3,67
13. ORIENTAL,SAN ALONSO,Num. 4,60
13. ORIENTAL,SAN ALONSO,Num. 5,14
13. ORIENTAL,SAN ALONSO,Num. 6,659
13. ORIENTAL,SAN ALONSO,Num. 7,403
13. ORIENTAL,SAN ALONSO,Num. 8,244
13. ORIENTAL,SAN ALONSO,Num. 9,2
14. MORRORICO,ALBANIA,Lit. a,4
14. MORRORICO,ALBANIA,Num. 1,38
14. MORRORICO,ALBANIA,Num. 10,1
14. MORRORICO,ALBANIA,Num. 13,1
14. MORRORICO,ALBANIA,Num. 16,1
14. MORRORICO,ALBANIA,Num. 2,46
14. MORRORICO,ALBANIA,Num. 3,11
14. MORRORICO,ALBANIA,Num. 4,7
14. MORRORICO,ALBANIA,Num. 5,1
14. MORRORICO,ALBANIA,Num. 6,89
14. MORRORICO,ALBANIA,Num. 7,18
14. MORRORICO,ALBANIA,Num. 8,7
14. MORRORICO,BUENAVISTA,Lit. b,1
14. MORRORICO,BUENAVISTA,Lit. c,1
14. MORRORICO,BUENAVISTA,Num. 1,13
14. MORRORICO,BUENAVISTA,Num. 11,2
14. MORRORICO,BUENAVISTA,Num. 16,1
14. MORRORICO,BUENAVISTA,Num. 2,60
14. MORRORICO,BUENAVISTA,Num. 3,8
14. MORRORICO,BUENAVISTA,Num. 4,6
14. MORRORICO,BUENAVISTA,Num. 6,42
14. MORRORICO,BUENAVISTA,Num. 7,45
14. MORRORICO,BUENAVISTA,Num. 8,26
14. MORRORICO,BUENAVISTA,Num. 9,1
14. MORRORICO,BUENOS AIRES,Lit. a,2
14. MORRORICO,BUENOS AIRES,Lit. b,2
14. MORRORICO,BUENOS AIRES,Lit. c,2
14. MORRORICO,BUENOS AIRES,Num. 1,43
14. MORRORICO,BUENOS AIRES,Num. 11,1
14. MORRORICO,BUENOS AIRES,Num. 13,1
14. MORRORICO,BUENOS AIRES,Num. 16,3
14. MORRORICO,BUENOS AIRES,Num. 2,132
14. MORRORICO,BUENOS AIRES,Num. 3,11
14. MORRORICO,BUENOS AIRES,Num. 4,4
14. MORRORICO,BUENOS AIRES,Num. 5,3
14. MORRORICO,BUENOS AIRES,Num. 6,175
14. MORRORICO,BUENOS AIRES,Num. 7,32
14. MORRORICO,BUENOS AIRES,Num. 8,14
14. MORRORICO,EL DIVISO,Lit. c,1
14. MORRORICO,EL DIVISO,Num. 1,17
14. MORRORICO,EL DIVISO,Num. 10,1
14. MORRORICO,EL DIVISO,Num. 16,2
14. MORRORICO,EL DIVISO,Num. 2,21
14. MORRORICO,EL DIVISO,Num. 3,2
14. MORRORICO,EL DIVISO,Num. 4,1
14. MORRORICO,EL DIVISO,Num. 6,18
14. MORRORICO,EL DIVISO,Num. 7,17
14. MORRORICO,EL DIVISO,Num. 8,1
14. MORRORICO,EL RETIRO,Num. 1,23
14. MORRORICO,EL RETIRO,Num. 10,1
14. MORRORICO,EL RETIRO,Num. 2,29
14. MORRORICO,EL RETIRO,Num. 3,8
14. MORRORICO,EL RETIRO,Num. 4,4
14. MORRORICO,EL RETIRO,Num. 5,1
14. MORRORICO,EL RETIRO,Num. 6,41
14. MORRORICO,EL RETIRO,Num. 7,11
14. MORRORICO,EL RETIRO,Num. 8,4
14. MORRORICO,LIMONCITO,Lit. b,1
14. MORRORICO,LIMONCITO,Num. 1,40
14. MORRORICO,LIMONCITO,Num. 11,1
14. MORRORICO,LIMONCITO,Num. 16,1
14. MORRORICO,LIMONCITO,Num. 2,61
14. MORRORICO,LIMONCITO,Num. 3,19
14. MORRORICO,LIMONCITO,Num. 4,2
14. MORRORICO,LIMONCITO,Num. 6,67
14. MORRORICO,LIMONCITO,Num. 7,14
14. MORRORICO,LIMONCITO,Num. 8,12
14. MORRORICO,MIRAFLORES,Lit. a,1
14. MORRORICO,MIRAFLORES,Num. 1,49
14. MORRORICO,MIRAFLORES,Num. 10,2
14. MORRORICO,MIRAFLORES,Num. 11,1
14. MORRORICO,MIRAFLORES,Num. 13,2
14. MORRORICO,MIRAFLORES,Num. 16,1
14. MORRORICO,MIRAFLORES,Num. 2,74
14. MORRORICO,MIRAFLORES,Num. 3,10
14. MORRORICO,MIRAFLORES,Num. 4,5
14. MORRORICO,MIRAFLORES,Num. 5,1
14. MORRORICO,MIRAFLORES,Num. 6,93
14. MORRORICO,MIRAFLORES,Num. 7,11
14. MORRORICO,MIRAFLORES,Num. 8,12
14. MORRORICO,MORRORICO,Lit. a,1
14. MORRORICO,MORRORICO,Lit. c,2
14. MORRORICO,MORRORICO,Num. 1,36
14. MORRORICO,MORRORICO,Num. 10,1
14. MORRORICO,MORRORICO,Num. 2,30
14. MORRORICO,MORRORICO,Num. 3,10
14. MORRORICO,MORRORICO,Num. 4,14
14. MORRORICO,MORRORICO,Num. 5,1
14. MORRORICO,MORRORICO,Num. 6,31
14. MORRORICO,MORRORICO,Num. 7,45
14. MORRORICO,MORRORICO,Num. 8,18
14. MORRORICO,SAUCES,Num. 1,5
14. MORRORICO,SAUCES,Num. 2,22
14. MORRORICO,SAUCES,Num. 3,3
14. MORRORICO,SAUCES,Num. 4,1
14. MORRORICO,SAUCES,Num. 5,1
14. MORRORICO,SAUCES,Num. 6,6
14. MORRORICO,SAUCES,Num. 7,4
14. MORRORICO,SAUCES,Num. 8,2
14. MORRORICO,VEGAS DE MORRORRICO,Num. 1,12
14. MORRORICO,VEGAS DE MORRORRICO,Num. 2,23
14. MORRORICO,VEGAS DE MORRORRICO,Num. 3,1
14. MORRORICO,VEGAS DE MORRORRICO,Num. 4,2
14. MORRORICO,VEGAS DE MORRORRICO,Num. 6,6
14. MORRORICO,VEGAS DE MORRORRICO,Num. 7,8
14. MORRORICO,VEGAS DE MORRORRICO,Num. 8,7
14. MORRORICO,VENADO DE ORO,Num. 1,3
14. MORRORICO,VENADO DE ORO,Num. 2,4
14. MORRORICO,VENADO DE ORO,Num. 3,7
14. MORRORICO,VENADO DE ORO,Num. 6,11
14. MORRORICO,VENADO DE ORO,Num. 7,1
14. MORRORICO,VENADO DE ORO,Num. 8,2
15. CENTRO,CENTRO,Art. 27,1
15. CENTRO,CENTRO,Lit. a,2
15. CENTRO,CENTRO,Lit. b,2
15. CENTRO,CENTRO,Lit. c,3
15. CENTRO,CENTRO,Lit. d,4
15. CENTRO,CENTRO,Lit. e,5
15. CENTRO,CENTRO,Lit. h,1
15. CENTRO,CENTRO,Num. 1,1045
15. CENTRO,CENTRO,Num. 10,21
15. CENTRO,CENTRO,Num. 11,55
15. CENTRO,CENTRO,Num. 12,4
15. CENTRO,CENTRO,Num. 13,97
15. CENTRO,CENTRO,Num. 14,22
15. CENTRO,CENTRO,Num. 15,3
15. CENTRO,CENTRO,Num. 16,233
15. CENTRO,CENTRO,Num. 2,2260
15. CENTRO,CENTRO,Num. 3,187
15. CENTRO,CENTRO,Num. 4,935
15. CENTRO,CENTRO,Num. 5,40
15. CENTRO,CENTRO,Num. 6,2959
15. CENTRO,CENTRO,Num. 7,542
15. CENTRO,CENTRO,Num. 8,639
15. CENTRO,CENTRO,Num. 9,3
15. CENTRO,GARCIA ROVIRA,Lit. a,1
15. CENTRO,GARCIA ROVIRA,Lit. c,4
15. CENTRO,GARCIA ROVIRA,Lit. d,1
15. CENTRO,GARCIA ROVIRA,Lit. e,2
15. CENTRO,GARCIA ROVIRA,Num. 1,236
15. CENTRO,GARCIA ROVIRA,Num. 10,6
15. CENTRO,GARCIA ROVIRA,Num. 11,25
15. CENTRO,GARCIA ROVIRA,Num. 12,7
15. CENTRO,GARCIA ROVIRA,Num. 13,24
15. CENTRO,GARCIA ROVIRA,Num. 14,4
15. CENTRO,GARCIA ROVIRA,Num. 16,57
15. CENTRO,GARCIA ROVIRA,Num. 2,356
15. CENTRO,GARCIA ROVIRA,Num. 3,46
15. CENTRO,GARCIA ROVIRA,Num. 4,182
15. CENTRO,GARCIA ROVIRA,Num. 5,5
15. CENTRO,GARCIA ROVIRA,Num. 6,545
15. CENTRO,GARCIA ROVIRA,Num. 7,148
15. CENTRO,GARCIA ROVIRA,Num. 8,59
15. CENTRO,GARCIA ROVIRA,Num. 9,2
16. LAGOS DEL CACIQUE,ALTOS DEL CACIQUE,Num. 2,1
16. LAGOS DEL CACIQUE,BULEVAR DEL CACIQUE,Num. 4,1
16. LAGOS DEL CACIQUE,BULEVAR DEL CACIQUE,Num. 8,1
16. LAGOS DEL CACIQUE,EL TEJAR,Lit. a,1
16. LAGOS DEL CACIQUE,EL TEJAR,Lit. b,1
16. LAGOS DEL CACIQUE,EL TEJAR,Num. 1,70
16. LAGOS DEL CACIQUE,EL TEJAR,Num. 11,7
16. LAGOS DEL CACIQUE,EL TEJAR,Num. 13,50
16. LAGOS DEL CACIQUE,EL TEJAR,Num. 2,179
16. LAGOS DEL CACIQUE,EL TEJAR,Num. 3,30
16. LAGOS DEL CACIQUE,EL TEJAR,Num. 4,14
16. LAGOS DEL CACIQUE,EL TEJAR,Num. 5,2
16. LAGOS DEL CACIQUE,EL TEJAR,Num. 6,200
16. LAGOS DEL CACIQUE,EL TEJAR,Num. 7,105
16. LAGOS DEL CACIQUE,EL TEJAR,Num. 8,146
16. LAGOS DEL CACIQUE,EL TEJAR,Num. 9,3
16. LAGOS DEL CACIQUE,HACIENDA SAN JUAN,Num. 16,1
16. LAGOS DEL CACIQUE,HACIENDA SAN JUAN,Num. 2,3
16. LAGOS DEL CACIQUE,HACIENDA SAN JUAN,Num. 6,1
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Lit. a,1
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Lit. b,5
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Num. 1,72
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Num. 10,1
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Num. 11,3
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Num. 13,16
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Num. 14,1
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Num. 16,7
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Num. 2,174
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Num. 3,14
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Num. 4,19
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Num. 5,3
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Num. 6,138
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Num. 7,121
16. LAGOS DEL CACIQUE,LAGOS DEL CACIQUE,Num. 8,134
16. LAGOS DEL CACIQUE,LOS GUAYACANES,Num. 1,4
16. LAGOS DEL CACIQUE,LOS GUAYACANES,Num. 16,1
16. LAGOS DEL CACIQUE,LOS GUAYACANES,Num. 2,5
16. LAGOS DEL CACIQUE,LOS GUAYACANES,Num. 4,5
16. LAGOS DEL CACIQUE,LOS GUAYACANES,Num. 6,4
16. LAGOS DEL CACIQUE,LOS GUAYACANES,Num. 7,3
16. LAGOS DEL CACIQUE,LOS GUAYACANES,Num. 8,6
16. LAGOS DEL CACIQUE,PALMERAS DEL CACIQUE,Num. 8,1
16. LAGOS DEL CACIQUE,PORTAL DEL CACIQUE,Num. 1,1
16. LAGOS DEL CACIQUE,SAN EXPEDITO,Num. 2,10
17. MUTIS,BALCONCITOS,Num. 1,30
17. MUTIS,BALCONCITOS,Num. 11,4
17. MUTIS,BALCONCITOS,Num. 13,1
17. MUTIS,BALCONCITOS,Num. 16,1
17. MUTIS,BALCONCITOS,Num. 2,73
17. MUTIS,BALCONCITOS,Num. 3,1
17. MUTIS,BALCONCITOS,Num. 4,5
17. MUTIS,BALCONCITOS,Num. 5,1
17. MUTIS,BALCONCITOS,Num. 6,62
17. MUTIS,BALCONCITOS,Num. 7,46
17. MUTIS,BALCONCITOS,Num. 8,65
17. MUTIS,BALCONCITOS,Num. 9,1
17. MUTIS,BRISAS DEL MUTIS,Num. 1,9
17. MUTIS,BRISAS DEL MUTIS,Num. 13,13
17. MUTIS,BRISAS DEL MUTIS,Num. 16,1
17. MUTIS,BRISAS DEL MUTIS,Num. 2,34
17. MUTIS,BRISAS DEL MUTIS,Num. 3,3
17. MUTIS,BRISAS DEL MUTIS,Num. 4,1
17. MUTIS,BRISAS DEL MUTIS,Num. 5,1
17. MUTIS,BRISAS DEL MUTIS,Num. 6,31
17. MUTIS,BRISAS DEL MUTIS,Num. 7,1
17. MUTIS,BRISAS DEL MUTIS,Num. 8,3
17. MUTIS,ESTORAQUES,Lit. a,2
17. MUTIS,ESTORAQUES,Lit. b,1
17. MUTIS,ESTORAQUES,Num. 1,145
17. MUTIS,ESTORAQUES,Num. 11,3
17. MUTIS,ESTORAQUES,Num. 13,9
17. MUTIS,ESTORAQUES,Num. 16,8
17. MUTIS,ESTORAQUES,Num. 2,313
17. MUTIS,ESTORAQUES,Num. 3,27
17. MUTIS,ESTORAQUES,Num. 4,18
17. MUTIS,ESTORAQUES,Num. 6,224
17. MUTIS,ESTORAQUES,Num. 7,37
17. MUTIS,ESTORAQUES,Num. 8,51
17. MUTIS,LA GRAN LADERA,Num. 1,12
17. MUTIS,LA GRAN LADERA,Num. 12,1
17. MUTIS,LA GRAN LADERA,Num. 16,1
17. MUTIS,LA GRAN LADERA,Num. 2,14
17. MUTIS,LA GRAN LADERA,Num. 3,2
17. MUTIS,LA GRAN LADERA,Num. 6,5
17. MUTIS,LA GRAN LADERA,Num. 8,5
17. MUTIS,LOS HEROES,Num. 13,1
17. MUTIS,LOS HEROES,Num. 2,5
17. MUTIS,LOS HEROES,Num. 3,1
17. MUTIS,LOS HEROES,Num. 4,1
17. MUTIS,LOS HEROES,Num. 6,2
17. MUTIS,MANZANA 10,Num. 1,2
17. MUTIS,MANZANARES,Num. 1,28
17. MUTIS,MANZANARES,Num. 10,1
17. MUTIS,MANZANARES,Num. 11,4
17. MUTIS,MANZANARES,Num. 13,10
17. MUTIS,MANZANARES,Num. 16,3
17. MUTIS,MANZANARES,Num. 2,74
17. MUTIS,MANZANARES,Num. 3,5
17. MUTIS,MANZANARES,Num. 4,9
17. MUTIS,MANZANARES,Num. 5,1
17. MUTIS,MANZANARES,Num. 6,26
17. MUTIS,MANZANARES,Num. 7,21
17. MUTIS,MANZANARES,Num. 8,11
17. MUTIS,MONTERREDONDO,Lit. a,3
17. MUTIS,MONTERREDONDO,Lit. b,4
17. MUTIS,MONTERREDONDO,Lit. c,2
17. MUTIS,MONTERREDONDO,Num. 1,134
17. MUTIS,MONTERREDONDO,Num. 11,4
17. MUTIS,MONTERREDONDO,Num. 13,7
17. MUTIS,MONTERREDONDO,Num. 16,4
17. MUTIS,MONTERREDONDO,Num. 2,184
17. MUTIS,MONTERREDONDO,Num. 3,25
17. MUTIS,MONTERREDONDO,Num. 4,29
17. MUTIS,MONTERREDONDO,Num. 5,4
17. MUTIS,MONTERREDONDO,Num. 6,122
17. MUTIS,MONTERREDONDO,Num. 7,74
17. MUTIS,MONTERREDONDO,Num. 8,119
17. MUTIS,MUTIS,Lit. a,3
17. MUTIS,MUTIS,Lit. b,1
17. MUTIS,MUTIS,Lit. c,6
17. MUTIS,MUTIS,Num. 1,352
17. MUTIS,MUTIS,Num. 10,8
17. MUTIS,MUTIS,Num. 11,15
17. MUTIS,MUTIS,Num. 12,2
17. MUTIS,MUTIS,Num. 13,22
17. MUTIS,MUTIS,Num. 14,1
17. MUTIS,MUTIS,Num. 16,13
17. MUTIS,MUTIS,Num. 2,524
17. MUTIS,MUTIS,Num. 3,80
17. MUTIS,MUTIS,Num. 4,69
17. MUTIS,MUTIS,Num. 5,14
17. MUTIS,MUTIS,Num. 6,397
17. MUTIS,MUTIS,Num. 7,316
17. MUTIS,MUTIS,Num. 8,207
17. MUTIS,MUTIS,Num. 9,1
17. MUTIS,PRADOS MUTIS,Lit. b,1
17. MUTIS,PRADOS MUTIS,Lit. c,1
17. MUTIS,PRADOS MUTIS,Num. 1,27
17. MUTIS,PRADOS MUTIS,Num. 10,2
17. MUTIS,PRADOS MUTIS,Num. 11,10
17. MUTIS,PRADOS MUTIS,Num. 13,1
17. MUTIS,PRADOS MUTIS,Num. 2,34
17. MUTIS,PRADOS MUTIS,Num. 3,16
17. MUTIS,PRADOS MUTIS,Num. 4,10
17. MUTIS,PRADOS MUTIS,Num. 6,19
